sku,intent,question,answer
TCX-HP-040,product_info,SleepBuds Mini có thông số gì nổi bật?,"SleepBuds Mini có thông số chính: tai nghe nhỏ gọn, âm lượng thấp, pin 10 giờ."
TCX-HP-040,product_recommendation,SleepBuds Mini phù hợp với nhu cầu nào?,"SleepBuds Mini phù hợp với nhu cầu: nghe podcast, thư giãn."
TCX-HP-040,product_warranty,SleepBuds Mini bảo hành bao lâu?,SleepBuds Mini được bảo hành 12 tháng.
TCX-HP-040,product_category,SleepBuds Mini thuộc nhóm sản phẩm nào?,SleepBuds Mini thuộc nhóm tai nghe.
TCX-WA-041,product_price,FitWatch S3 giá bao nhiêu?,FitWatch S3 hiện có giá niêm yết 790.000 VND.
TCX-WA-041,product_info,FitWatch S3 có thông số gì nổi bật?,"FitWatch S3 có thông số chính: đo nhịp tim, SpO2, giấc ngủ, 100 chế độ tập, pin 7 ngày."
TCX-WA-041,product_recommendation,FitWatch S3 phù hợp với nhu cầu nào?,FitWatch S3 phù hợp với nhu cầu: theo dõi sức khỏe.
TCX-WA-041,product_warranty,FitWatch S3 bảo hành bao lâu?,FitWatch S3 được bảo hành 12 tháng.
TCX-WA-041,product_category,FitWatch S3 thuộc nhóm sản phẩm nào?,FitWatch S3 thuộc nhóm đồng hồ thông minh.
TCX-WA-042,product_price,FitWatch Mini giá bao nhiêu?,FitWatch Mini hiện có giá niêm yết 1.520.000 VND.
TCX-WA-042,product_info,FitWatch Mini có thông số gì nổi bật?,"FitWatch Mini có thông số chính: màn hình nhỏ gọn, đo nhịp tim, pin 5 ngày."
TCX-WA-042,product_recommendation,FitWatch Mini phù hợp với nhu cầu nào?,FitWatch Mini phù hợp với nhu cầu: người thích đồng hồ nhỏ.
TCX-WA-042,product_warranty,FitWatch Mini bảo hành bao lâu?,FitWatch Mini được bảo hành 12 tháng.
TCX-WA-042,product_category,FitWatch Mini thuộc nhóm sản phẩm nào?,FitWatch Mini thuộc nhóm đồng hồ thông minh.
TCX-WA-043,product_price,FitWatch Pro giá bao nhiêu?,FitWatch Pro hiện có giá niêm yết 2.250.000 VND.
TCX-WA-043,product_info,FitWatch Pro có thông số gì nổi bật?,"FitWatch Pro có thông số chính: GPS, SpO2, đo stress, pin 10 ngày."
TCX-WA-043,product_recommendation,FitWatch Pro phù hợp với nhu cầu nào?,"FitWatch Pro phù hợp với nhu cầu: chạy bộ, luyện tập."
TCX-WA-043,product_warranty,FitWatch Pro bảo hành bao lâu?,FitWatch Pro được bảo hành 12 tháng.
TCX-WA-043,product_category,FitWatch Pro thuộc nhóm sản phẩm nào?,FitWatch Pro thuộc nhóm đồng hồ thông minh.
TCX-WA-044,product_price,KidWatch 4G giá bao nhiêu?,KidWatch 4G hiện có giá niêm yết 2.980.000 VND.
TCX-WA-044,product_info,KidWatch 4G có thông số gì nổi bật?,"KidWatch 4G có thông số chính: định vị GPS, gọi video, nút SOS."
TCX-WA-044,product_recommendation,KidWatch 4G phù hợp với nhu cầu nào?,KidWatch 4G phù hợp với nhu cầu: trẻ em.
TCX-WA-044,product_warranty,KidWatch 4G bảo hành bao lâu?,KidWatch 4G được bảo hành 12 tháng.
TCX-WA-044,product_category,KidWatch 4G thuộc nhóm sản phẩm nào?,KidWatch 4G thuộc nhóm đồng hồ thông minh.
TCX-WA-045,product_price,BusinessWatch M1 giá bao nhiêu?,BusinessWatch M1 hiện có giá niêm yết 3.710.000 VND.
TCX-WA-045,product_info,BusinessWatch M1 có thông số gì nổi bật?,"BusinessWatch M1 có thông số chính: màn hình AMOLED, nhận thông báo, pin 8 ngày."
TCX-WA-045,product_recommendation,BusinessWatch M1 phù hợp với nhu cầu nào?,BusinessWatch M1 phù hợp với nhu cầu: nhân viên văn phòng.
TCX-WA-045,product_warranty,BusinessWatch M1 bảo hành bao lâu?,BusinessWatch M1 được bảo hành 12 tháng.
TCX-WA-045,product_category,BusinessWatch M1 thuộc nhóm sản phẩm nào?,BusinessWatch M1 thuộc nhóm đồng hồ thông minh.
TCX-WA-046,product_price,SportWatch X giá bao nhiêu?,SportWatch X hiện có giá niêm yết 4.440.000 VND.
TCX-WA-046,product_info,SportWatch X có thông số gì nổi bật?,"SportWatch X có thông số chính: chống nước 5ATM, GPS, 120 chế độ tập."
TCX-WA-046,product_recommendation,SportWatch X phù hợp với nhu cầu nào?,SportWatch X phù hợp với nhu cầu: thể thao ngoài trời.
TCX-WA-046,product_warranty,SportWatch X bảo hành bao lâu?,SportWatch X được bảo hành 12 tháng.
TCX-WA-046,product_category,SportWatch X thuộc nhóm sản phẩm nào?,SportWatch X thuộc nhóm đồng hồ thông minh.
TCX-WA-047,product_price,HealthBand 7 giá bao nhiêu?,HealthBand 7 hiện có giá niêm yết 5.170.000 VND.
TCX-WA-047,product_info,HealthBand 7 có thông số gì nổi bật?,"HealthBand 7 có thông số chính: vòng đeo tay, đo nhịp tim, pin 14 ngày."
TCX-WA-047,product_recommendation,HealthBand 7 phù hợp với nhu cầu nào?,HealthBand 7 phù hợp với nhu cầu: theo dõi sức khỏe giá tốt.
TCX-WA-047,product_warranty,HealthBand 7 bảo hành bao lâu?,HealthBand 7 được bảo hành 12 tháng.
TCX-WA-047,product_category,HealthBand 7 thuộc nhóm sản phẩm nào?,HealthBand 7 thuộc nhóm đồng hồ thông minh.
TCX-WA-048,product_price,StyleWatch Rose giá bao nhiêu?,StyleWatch Rose hiện có giá niêm yết 5.900.000 VND.
TCX-WA-048,product_info,StyleWatch Rose có thông số gì nổi bật?,"StyleWatch Rose có thông số chính: thiết kế mỏng, dây kim loại, AMOLED."
TCX-WA-048,product_recommendation,StyleWatch Rose phù hợp với nhu cầu nào?,"StyleWatch Rose phù hợp với nhu cầu: thời trang, thông báo."
TCX-WA-048,product_warranty,StyleWatch Rose bảo hành bao lâu?,StyleWatch Rose được bảo hành 12 tháng.
TCX-WA-048,product_category,StyleWatch Rose thuộc nhóm sản phẩm nào?,StyleWatch Rose thuộc nhóm đồng hồ thông minh.
TCX-WA-049,product_price,OutdoorWatch Trek giá bao nhiêu?,OutdoorWatch Trek hiện có giá niêm yết 6.630.000 VND.
TCX-WA-049,product_info,OutdoorWatch Trek có thông số gì nổi bật?,"OutdoorWatch Trek có thông số chính: la bàn, cao áp kế, GPS, pin 15 ngày."
TCX-WA-049,product_recommendation,OutdoorWatch Trek phù hợp với nhu cầu nào?,"OutdoorWatch Trek phù hợp với nhu cầu: leo núi, đi phượt."
TCX-WA-049,product_warranty,OutdoorWatch Trek bảo hành bao lâu?,OutdoorWatch Trek được bảo hành 12 tháng.
TCX-WA-049,product_category,OutdoorWatch Trek thuộc nhóm sản phẩm nào?,OutdoorWatch Trek thuộc nhóm đồng hồ thông minh.
TCX-WA-050,product_price,FitWatch Lite giá bao nhiêu?,FitWatch Lite hiện có giá niêm yết 7.360.000 VND.
TCX-WA-050,product_info,FitWatch Lite có thông số gì nổi bật?,"FitWatch Lite có thông số chính: đo bước chân, nhịp tim, thông báo, pin 7 ngày."
TCX-WA-050,product_recommendation,FitWatch Lite phù hợp với nhu cầu nào?,FitWatch Lite phù hợp với nhu cầu: nhu cầu cơ bản.
TCX-WA-050,product_warranty,FitWatch Lite bảo hành bao lâu?,FitWatch Lite được bảo hành 12 tháng.
TCX-WA-050,product_category,FitWatch Lite thuộc nhóm sản phẩm nào?,FitWatch Lite thuộc nhóm đồng hồ thông minh.
TCX-PB-051,product_price,VoltPack 10K giá bao nhiêu?,VoltPack 10K hiện có giá niêm yết 390.000 VND.
TCX-PB-051,product_info,VoltPack 10K có thông số gì nổi bật?,"VoltPack 10K có thông số chính: 10.000mAh, sạc nhanh 18W, USB-C."
TCX-PB-051,product_recommendation,VoltPack 10K phù hợp với nhu cầu nào?,VoltPack 10K phù hợp với nhu cầu: dùng hằng ngày.
TCX-PB-051,product_warranty,VoltPack 10K bảo hành bao lâu?,VoltPack 10K được bảo hành 12 tháng.
TCX-PB-051,product_category,VoltPack 10K thuộc nhóm sản phẩm nào?,VoltPack 10K thuộc nhóm sạc dự phòng.
TCX-PB-052,product_price,VoltPack 20K Plus giá bao nhiêu?,VoltPack 20K Plus hiện có giá niêm yết 1.120.000 VND.
TCX-PB-052,product_info,VoltPack 20K Plus có thông số gì nổi bật?,"VoltPack 20K Plus có thông số chính: 20.000mAh, USB-C PD 30W, sạc nhanh."
TCX-PB-052,product_recommendation,VoltPack 20K Plus phù hợp với nhu cầu nào?,"VoltPack 20K Plus phù hợp với nhu cầu: đi học, đi làm, du lịch."
TCX-PB-052,product_warranty,VoltPack 20K Plus bảo hành bao lâu?,VoltPack 20K Plus được bảo hành 12 tháng.
TCX-PB-052,product_category,VoltPack 20K Plus thuộc nhóm sản phẩm nào?,VoltPack 20K Plus thuộc nhóm sạc dự phòng.
TCX-PB-053,product_price,VoltPack 30K giá bao nhiêu?,VoltPack 30K hiện có giá niêm yết 1.850.000 VND.
TCX-PB-053,product_info,VoltPack 30K có thông số gì nổi bật?,"VoltPack 30K có thông số chính: 30.000mAh, PD 45W, nhiều cổng sạc."
TCX-PB-053,product_recommendation,VoltPack 30K phù hợp với nhu cầu nào?,VoltPack 30K phù hợp với nhu cầu: du lịch dài ngày.
TCX-PB-053,product_warranty,VoltPack 30K bảo hành bao lâu?,VoltPack 30K được bảo hành 12 tháng.
TCX-PB-053,product_category,VoltPack 30K thuộc nhóm sản phẩm nào?,VoltPack 30K thuộc nhóm sạc dự phòng.
TCX-PB-054,product_price,SlimPack 5K giá bao nhiêu?,SlimPack 5K hiện có giá niêm yết 2.580.000 VND.
TCX-PB-054,product_info,SlimPack 5K có thông số gì nổi bật?,"SlimPack 5K có thông số chính: 5.000mAh, mỏng nhẹ, USB-C."
TCX-PB-054,product_recommendation,SlimPack 5K phù hợp với nhu cầu nào?,SlimPack 5K phù hợp với nhu cầu: mang túi nhỏ.
TCX-PB-054,product_warranty,SlimPack 5K bảo hành bao lâu?,SlimPack 5K được bảo hành 12 tháng.
TCX-PB-054,product_category,SlimPack 5K thuộc nhóm sản phẩm nào?,SlimPack 5K thuộc nhóm sạc dự phòng.
TCX-PB-055,product_price,MagPack 10K giá bao nhiêu?,MagPack 10K hiện có giá niêm yết 3.310.000 VND.
TCX-PB-055,product_info,MagPack 10K có thông số gì nổi bật?,"MagPack 10K có thông số chính: 10.000mAh, sạc không dây nam châm."
TCX-PB-055,product_recommendation,MagPack 10K phù hợp với nhu cầu nào?,MagPack 10K phù hợp với nhu cầu: điện thoại hỗ trợ sạc nam châm.
TCX-PB-055,product_warranty,MagPack 10K bảo hành bao lâu?,MagPack 10K được bảo hành 12 tháng.
TCX-PB-055,product_category,MagPack 10K thuộc nhóm sản phẩm nào?,MagPack 10K thuộc nhóm sạc dự phòng.
TCX-PB-056,product_price,LaptopPack 65W giá bao nhiêu?,LaptopPack 65W hiện có giá niêm yết 4.040.000 VND.
TCX-PB-056,product_info,LaptopPack 65W có thông số gì nổi bật?,"LaptopPack 65W có thông số chính: 20.000mAh, PD 65W."
TCX-PB-056,product_recommendation,LaptopPack 65W phù hợp với nhu cầu nào?,LaptopPack 65W phù hợp với nhu cầu: sạc laptop mỏng nhẹ.
TCX-PB-056,product_warranty,LaptopPack 65W bảo hành bao lâu?,LaptopPack 65W được bảo hành 12 tháng.
TCX-PB-056,product_category,LaptopPack 65W thuộc nhóm sản phẩm nào?,LaptopPack 65W thuộc nhóm sạc dự phòng.
TCX-PB-057,product_price,TravelPack 20K giá bao nhiêu?,TravelPack 20K hiện có giá niêm yết 4.770.000 VND.
TCX-PB-057,product_info,TravelPack 20K có thông số gì nổi bật?,"TravelPack 20K có thông số chính: 20.000mAh, tích hợp cáp USB-C và Lightning."
TCX-PB-057,product_recommendation,TravelPack 20K phù hợp với nhu cầu nào?,TravelPack 20K phù hợp với nhu cầu: đi du lịch.
TCX-PB-057,product_warranty,TravelPack 20K bảo hành bao lâu?,TravelPack 20K được bảo hành 12 tháng.
TCX-PB-057,product_category,TravelPack 20K thuộc nhóm sản phẩm nào?,TravelPack 20K thuộc nhóm sạc dự phòng.
TCX-PB-058,product_price,MiniPack 8K giá bao nhiêu?,MiniPack 8K hiện có giá niêm yết 5.500.000 VND.
TCX-PB-058,product_info,MiniPack 8K có thông số gì nổi bật?,"MiniPack 8K có thông số chính: 8.000mAh, nhỏ gọn, 2 cổng ra."
TCX-PB-058,product_recommendation,MiniPack 8K phù hợp với nhu cầu nào?,MiniPack 8K phù hợp với nhu cầu: dùng cơ bản.
TCX-PB-058,product_warranty,MiniPack 8K bảo hành bao lâu?,MiniPack 8K được bảo hành 12 tháng.
TCX-PB-058,product_category,MiniPack 8K thuộc nhóm sản phẩm nào?,MiniPack 8K thuộc nhóm sạc dự phòng.
TCX-PB-059,product_price,SafePack 15K giá bao nhiêu?,SafePack 15K hiện có giá niêm yết 6.230.000 VND.
TCX-PB-059,product_info,SafePack 15K có thông số gì nổi bật?,"SafePack 15K có thông số chính: 15.000mAh, bảo vệ quá nhiệt, màn hình LED."
TCX-PB-059,product_recommendation,SafePack 15K phù hợp với nhu cầu nào?,SafePack 15K phù hợp với nhu cầu: an toàn khi sạc.
TCX-PB-059,product_warranty,SafePack 15K bảo hành bao lâu?,SafePack 15K được bảo hành 12 tháng.
TCX-PB-059,product_category,SafePack 15K thuộc nhóm sản phẩm nào?,SafePack 15K thuộc nhóm sạc dự phòng.
TCX-PB-060,product_price,SolarPack 20K giá bao nhiêu?,SolarPack 20K hiện có giá niêm yết 6.960.000 VND.
TCX-PB-060,product_info,SolarPack 20K có thông số gì nổi bật?,"SolarPack 20K có thông số chính: 20.000mAh, hỗ trợ sạc năng lượng mặt trời khẩn cấp."
TCX-PB-060,product_recommendation,SolarPack 20K phù hợp với nhu cầu nào?,SolarPack 20K phù hợp với nhu cầu: dã ngoại.
TCX-PB-060,product_warranty,SolarPack 20K bảo hành bao lâu?,SolarPack 20K được bảo hành 12 tháng.
TCX-PB-060,product_category,SolarPack 20K thuộc nhóm sản phẩm nào?,SolarPack 20K thuộc nhóm sạc dự phòng.
TCX-KB-061,product_price,KeyMate K1 giá bao nhiêu?,KeyMate K1 hiện có giá niêm yết 290.000 VND.
TCX-KB-061,product_info,KeyMate K1 có thông số gì nổi bật?,"KeyMate K1 có thông số chính: bàn phím cơ 87 phím, switch red, LED trắng."
TCX-KB-061,product_recommendation,KeyMate K1 phù hợp với nhu cầu nào?,"KeyMate K1 phù hợp với nhu cầu: gõ văn phòng, lập trình."
TCX-KB-061,product_warranty,KeyMate K1 bảo hành bao lâu?,KeyMate K1 được bảo hành 12 tháng.
TCX-KB-061,product_category,KeyMate K1 thuộc nhóm sản phẩm nào?,KeyMate K1 thuộc nhóm bàn phím.
TCX-KB-062,product_price,KeyMate K2 RGB giá bao nhiêu?,KeyMate K2 RGB hiện có giá niêm yết 1.020.000 VND.
TCX-KB-062,product_info,KeyMate K2 RGB có thông số gì nổi bật?,"KeyMate K2 RGB có thông số chính: bàn phím cơ 98 phím, RGB, hot-swap."
TCX-KB-062,product_recommendation,KeyMate K2 RGB phù hợp với nhu cầu nào?,"KeyMate K2 RGB phù hợp với nhu cầu: gaming, làm việc."
TCX-KB-062,product_warranty,KeyMate K2 RGB bảo hành bao lâu?,KeyMate K2 RGB được bảo hành 12 tháng.
TCX-KB-062,product_category,KeyMate K2 RGB thuộc nhóm sản phẩm nào?,KeyMate K2 RGB thuộc nhóm bàn phím.
TCX-KB-063,product_price,KeyMate Silent giá bao nhiêu?,KeyMate Silent hiện có giá niêm yết 1.750.000 VND.
TCX-KB-063,product_info,KeyMate Silent có thông số gì nổi bật?,"KeyMate Silent có thông số chính: bàn phím low-profile, phím êm."
TCX-KB-063,product_recommendation,KeyMate Silent phù hợp với nhu cầu nào?,KeyMate Silent phù hợp với nhu cầu: văn phòng yên tĩnh.
TCX-KB-063,product_warranty,KeyMate Silent bảo hành bao lâu?,KeyMate Silent được bảo hành 12 tháng.
TCX-KB-063,product_category,KeyMate Silent thuộc nhóm sản phẩm nào?,KeyMate Silent thuộc nhóm bàn phím.
TCX-KB-064,product_price,KeyMate Mini 68 giá bao nhiêu?,KeyMate Mini 68 hiện có giá niêm yết 2.480.000 VND.
TCX-KB-064,product_info,KeyMate Mini 68 có thông số gì nổi bật?,"KeyMate Mini 68 có thông số chính: bàn phím cơ 68 phím, bluetooth."
TCX-KB-064,product_recommendation,KeyMate Mini 68 phù hợp với nhu cầu nào?,KeyMate Mini 68 phù hợp với nhu cầu: bàn làm việc nhỏ.
TCX-KB-064,product_warranty,KeyMate Mini 68 bảo hành bao lâu?,KeyMate Mini 68 được bảo hành 12 tháng.
TCX-KB-064,product_category,KeyMate Mini 68 thuộc nhóm sản phẩm nào?,KeyMate Mini 68 thuộc nhóm bàn phím.
TCX-KB-065,product_price,OfficeKey 100 giá bao nhiêu?,OfficeKey 100 hiện có giá niêm yết 3.210.000 VND.
TCX-KB-065,product_info,OfficeKey 100 có thông số gì nổi bật?,"OfficeKey 100 có thông số chính: bàn phím fullsize, phím mềm, chống nước nhẹ."
TCX-KB-065,product_recommendation,OfficeKey 100 phù hợp với nhu cầu nào?,OfficeKey 100 phù hợp với nhu cầu: văn phòng.
TCX-KB-065,product_warranty,OfficeKey 100 bảo hành bao lâu?,OfficeKey 100 được bảo hành 12 tháng.
TCX-KB-065,product_category,OfficeKey 100 thuộc nhóm sản phẩm nào?,OfficeKey 100 thuộc nhóm bàn phím.
TCX-KB-066,product_price,GameKey X5 giá bao nhiêu?,GameKey X5 hiện có giá niêm yết 3.940.000 VND.
TCX-KB-066,product_info,GameKey X5 có thông số gì nổi bật?,"GameKey X5 có thông số chính: bàn phím gaming, RGB, macro."
TCX-KB-066,product_recommendation,GameKey X5 phù hợp với nhu cầu nào?,GameKey X5 phù hợp với nhu cầu: chơi game.
TCX-KB-066,product_warranty,GameKey X5 bảo hành bao lâu?,GameKey X5 được bảo hành 12 tháng.
TCX-KB-066,product_category,GameKey X5 thuộc nhóm sản phẩm nào?,GameKey X5 thuộc nhóm bàn phím.
TCX-KB-067,product_price,TypeMate Fold giá bao nhiêu?,TypeMate Fold hiện có giá niêm yết 4.670.000 VND.
TCX-KB-067,product_info,TypeMate Fold có thông số gì nổi bật?,TypeMate Fold có thông số chính: bàn phím gập bluetooth.
TCX-KB-067,product_recommendation,TypeMate Fold phù hợp với nhu cầu nào?,"TypeMate Fold phù hợp với nhu cầu: máy tính bảng, di chuyển."
TCX-KB-067,product_warranty,TypeMate Fold bảo hành bao lâu?,TypeMate Fold được bảo hành 12 tháng.
TCX-KB-067,product_category,TypeMate Fold thuộc nhóm sản phẩm nào?,TypeMate Fold thuộc nhóm bàn phím.
TCX-KB-068,product_price,KeyMate Pro Aluminum giá bao nhiêu?,KeyMate Pro Aluminum hiện có giá niêm yết 5.400.000 VND.
TCX-KB-068,product_info,KeyMate Pro Aluminum có thông số gì nổi bật?,"KeyMate Pro Aluminum có thông số chính: vỏ nhôm, gasket mount, hot-swap."
TCX-KB-068,product_recommendation,KeyMate Pro Aluminum phù hợp với nhu cầu nào?,KeyMate Pro Aluminum phù hợp với nhu cầu: người thích custom.
TCX-KB-068,product_warranty,KeyMate Pro Aluminum bảo hành bao lâu?,KeyMate Pro Aluminum được bảo hành 12 tháng.
TCX-KB-068,product_category,KeyMate Pro Aluminum thuộc nhóm sản phẩm nào?,KeyMate Pro Aluminum thuộc nhóm bàn phím.
TCX-KB-069,product_price,NumPad Pro giá bao nhiêu?,NumPad Pro hiện có giá niêm yết 6.130.000 VND.
TCX-KB-069,product_info,NumPad Pro có thông số gì nổi bật?,"NumPad Pro có thông số chính: bàn phím số rời, bluetooth."
TCX-KB-069,product_recommendation,NumPad Pro phù hợp với nhu cầu nào?,NumPad Pro phù hợp với nhu cầu: kế toán.
TCX-KB-069,product_warranty,NumPad Pro bảo hành bao lâu?,NumPad Pro được bảo hành 12 tháng.
TCX-KB-069,product_category,NumPad Pro thuộc nhóm sản phẩm nào?,NumPad Pro thuộc nhóm bàn phím.
TCX-KB-070,product_price,ComboKey Lite giá bao nhiêu?,ComboKey Lite hiện có giá niêm yết 6.860.000 VND.
TCX-KB-070,product_info,ComboKey Lite có thông số gì nổi bật?,ComboKey Lite có thông số chính: combo bàn phím chuột không dây.
TCX-KB-070,product_recommendation,ComboKey Lite phù hợp với nhu cầu nào?,ComboKey Lite phù hợp với nhu cầu: văn phòng tiết kiệm.
TCX-KB-070,product_warranty,ComboKey Lite bảo hành bao lâu?,ComboKey Lite được bảo hành 12 tháng.
TCX-KB-070,product_category,ComboKey Lite thuộc nhóm sản phẩm nào?,ComboKey Lite thuộc nhóm bàn phím.
TCX-MS-071,product_price,MouseMate M1 giá bao nhiêu?,MouseMate M1 hiện có giá niêm yết 190.000 VND.
TCX-MS-071,product_info,MouseMate M1 có thông số gì nổi bật?,"MouseMate M1 có thông số chính: chuột không dây, DPI 1600, pin 6 tháng."
TCX-MS-071,product_recommendation,MouseMate M1 phù hợp với nhu cầu nào?,MouseMate M1 phù hợp với nhu cầu: văn phòng.
TCX-MS-071,product_warranty,MouseMate M1 bảo hành bao lâu?,MouseMate M1 được bảo hành 12 tháng.
TCX-MS-071,product_category,MouseMate M1 thuộc nhóm sản phẩm nào?,MouseMate M1 thuộc nhóm chuột.
TCX-MS-072,product_price,MouseMate Silent giá bao nhiêu?,MouseMate Silent hiện có giá niêm yết 920.000 VND.
TCX-MS-072,product_info,MouseMate Silent có thông số gì nổi bật?,"MouseMate Silent có thông số chính: chuột không dây, click êm."
TCX-MS-072,product_recommendation,MouseMate Silent phù hợp với nhu cầu nào?,"MouseMate Silent phù hợp với nhu cầu: thư viện, văn phòng."
TCX-MS-072,product_warranty,MouseMate Silent bảo hành bao lâu?,MouseMate Silent được bảo hành 12 tháng.
TCX-MS-072,product_category,MouseMate Silent thuộc nhóm sản phẩm nào?,MouseMate Silent thuộc nhóm chuột.
TCX-MS-073,product_price,GameMouse X9 giá bao nhiêu?,GameMouse X9 hiện có giá niêm yết 1.650.000 VND.
TCX-MS-073,product_info,GameMouse X9 có thông số gì nổi bật?,"GameMouse X9 có thông số chính: chuột gaming, DPI 12000, RGB."
TCX-MS-073,product_recommendation,GameMouse X9 phù hợp với nhu cầu nào?,GameMouse X9 phù hợp với nhu cầu: chơi game.
TCX-MS-073,product_warranty,GameMouse X9 bảo hành bao lâu?,GameMouse X9 được bảo hành 12 tháng.
TCX-MS-073,product_category,GameMouse X9 thuộc nhóm sản phẩm nào?,GameMouse X9 thuộc nhóm chuột.
TCX-MS-074,product_price,GameMouse Ultra giá bao nhiêu?,GameMouse Ultra hiện có giá niêm yết 2.380.000 VND.
TCX-MS-074,product_info,GameMouse Ultra có thông số gì nổi bật?,"GameMouse Ultra có thông số chính: chuột gaming nhẹ 65g, cảm biến cao cấp."
TCX-MS-074,product_recommendation,GameMouse Ultra phù hợp với nhu cầu nào?,GameMouse Ultra phù hợp với nhu cầu: eSports.
TCX-MS-074,product_warranty,GameMouse Ultra bảo hành bao lâu?,GameMouse Ultra được bảo hành 12 tháng.
TCX-MS-074,product_category,GameMouse Ultra thuộc nhóm sản phẩm nào?,GameMouse Ultra thuộc nhóm chuột.
TCX-MS-075,product_price,ErgoMouse Vertical giá bao nhiêu?,ErgoMouse Vertical hiện có giá niêm yết 3.110.000 VND.
TCX-MS-075,product_info,ErgoMouse Vertical có thông số gì nổi bật?,ErgoMouse Vertical có thông số chính: chuột công thái học dọc.
TCX-MS-075,product_recommendation,ErgoMouse Vertical phù hợp với nhu cầu nào?,ErgoMouse Vertical phù hợp với nhu cầu: giảm mỏi cổ tay.
TCX-MS-075,product_warranty,ErgoMouse Vertical bảo hành bao lâu?,ErgoMouse Vertical được bảo hành 12 tháng.
TCX-MS-075,product_category,ErgoMouse Vertical thuộc nhóm sản phẩm nào?,ErgoMouse Vertical thuộc nhóm chuột.
TCX-MS-076,product_price,TravelMouse Mini giá bao nhiêu?,TravelMouse Mini hiện có giá niêm yết 3.840.000 VND.
TCX-MS-076,product_info,TravelMouse Mini có thông số gì nổi bật?,"TravelMouse Mini có thông số chính: chuột nhỏ gọn, bluetooth."
TCX-MS-076,product_recommendation,TravelMouse Mini phù hợp với nhu cầu nào?,TravelMouse Mini phù hợp với nhu cầu: di chuyển.
TCX-MS-076,product_warranty,TravelMouse Mini bảo hành bao lâu?,TravelMouse Mini được bảo hành 12 tháng.
TCX-MS-076,product_category,TravelMouse Mini thuộc nhóm sản phẩm nào?,TravelMouse Mini thuộc nhóm chuột.
TCX-MS-077,product_price,OfficeMouse Pro giá bao nhiêu?,OfficeMouse Pro hiện có giá niêm yết 4.570.000 VND.
TCX-MS-077,product_info,OfficeMouse Pro có thông số gì nổi bật?,"OfficeMouse Pro có thông số chính: chuột nhiều nút, cuộn ngang."
TCX-MS-077,product_recommendation,OfficeMouse Pro phù hợp với nhu cầu nào?,"OfficeMouse Pro phù hợp với nhu cầu: Excel, văn phòng."
TCX-MS-077,product_warranty,OfficeMouse Pro bảo hành bao lâu?,OfficeMouse Pro được bảo hành 12 tháng.
TCX-MS-077,product_category,OfficeMouse Pro thuộc nhóm sản phẩm nào?,OfficeMouse Pro thuộc nhóm chuột.
TCX-MS-078,product_price,CreatorMouse Dial giá bao nhiêu?,CreatorMouse Dial hiện có giá niêm yết 5.300.000 VND.
TCX-MS-078,product_info,CreatorMouse Dial có thông số gì nổi bật?,CreatorMouse Dial có thông số chính: chuột có núm xoay phụ.
TCX-MS-078,product_recommendation,CreatorMouse Dial phù hợp với nhu cầu nào?,"CreatorMouse Dial phù hợp với nhu cầu: thiết kế, chỉnh ảnh."
TCX-MS-078,product_warranty,CreatorMouse Dial bảo hành bao lâu?,CreatorMouse Dial được bảo hành 12 tháng.
TCX-MS-078,product_category,CreatorMouse Dial thuộc nhóm sản phẩm nào?,CreatorMouse Dial thuộc nhóm chuột.
TCX-MS-079,product_price,DualMouse BT giá bao nhiêu?,DualMouse BT hiện có giá niêm yết 6.030.000 VND.
TCX-MS-079,product_info,DualMouse BT có thông số gì nổi bật?,DualMouse BT có thông số chính: kết nối 2 thiết bị bluetooth.
TCX-MS-079,product_recommendation,DualMouse BT phù hợp với nhu cầu nào?,DualMouse BT phù hợp với nhu cầu: laptop và tablet.
TCX-MS-079,product_warranty,DualMouse BT bảo hành bao lâu?,DualMouse BT được bảo hành 12 tháng.
TCX-MS-079,product_category,DualMouse BT thuộc nhóm sản phẩm nào?,DualMouse BT thuộc nhóm chuột.
TCX-MS-080,product_price,MousePad Charge giá bao nhiêu?,MousePad Charge hiện có giá niêm yết 6.760.000 VND.
TCX-MS-080,product_info,MousePad Charge có thông số gì nổi bật?,MousePad Charge có thông số chính: bàn di chuột tích hợp sạc không dây.
TCX-MS-080,product_recommendation,MousePad Charge phù hợp với nhu cầu nào?,MousePad Charge phù hợp với nhu cầu: bàn làm việc gọn.
TCX-MS-080,product_warranty,MousePad Charge bảo hành bao lâu?,MousePad Charge được bảo hành 12 tháng.
TCX-MS-080,product_category,MousePad Charge thuộc nhóm sản phẩm nào?,MousePad Charge thuộc nhóm chuột.
TCX-MN-081,product_price,ViewCare 24F giá bao nhiêu?,ViewCare 24F hiện có giá niêm yết 2.490.000 VND.
TCX-MN-081,product_info,ViewCare 24F có thông số gì nổi bật?,"ViewCare 24F có thông số chính: 24 inch Full HD, IPS, 75Hz."
TCX-MN-081,product_recommendation,ViewCare 24F phù hợp với nhu cầu nào?,"ViewCare 24F phù hợp với nhu cầu: văn phòng, học tập."
TCX-MN-081,product_warranty,ViewCare 24F bảo hành bao lâu?,ViewCare 24F được bảo hành 24 tháng.
TCX-MN-081,product_category,ViewCare 24F thuộc nhóm sản phẩm nào?,ViewCare 24F thuộc nhóm màn hình.
