id,intent,question,answer,source_ids,requires_handoff,suggested_action
qa_0148,policy_return,Nếu máy bị lỗi do nhà sản xuất thì xử lý thế nào?,"TechCare hỗ trợ đổi trả trong 7 ngày kể từ ngày nhận hàng nếu sản phẩm còn đầy đủ hộp, phụ kiện, hóa đơn, chưa trầy xước, chưa vô nước và chưa kích hoạt bảo hành điện tử nếu sản phẩm yêu cầu kích hoạt. Nếu lỗi do nhà sản xuất trong 7 ngày đầu, TechCare hỗ trợ đổi mới cùng model nếu còn hàng.",policy_return,False,answer
qa_0149,policy_shipping,Giao hàng mất bao lâu?,"TechCare giao hàng toàn quốc. Nội thành TP.HCM và Hà Nội thường nhận trong 1-2 ngày làm việc. Các tỉnh thành khác thường nhận trong 3-5 ngày làm việc. Phí giao hàng tiêu chuẩn là 30.000 VND cho phụ kiện và 50.000 VND cho laptop, điện thoại, máy tính bảng. Đơn từ 5.000.000 VND được miễn phí giao hàng tiêu chuẩn.",policy_shipping,False,answer
qa_0150,policy_shipping,Shop có giao toàn quốc không?,"TechCare giao hàng toàn quốc. Nội thành TP.HCM và Hà Nội thường nhận trong 1-2 ngày làm việc. Các tỉnh thành khác thường nhận trong 3-5 ngày làm việc. Phí giao hàng tiêu chuẩn là 30.000 VND cho phụ kiện và 50.000 VND cho laptop, điện thoại, máy tính bảng. Đơn từ 5.000.000 VND được miễn phí giao hàng tiêu chuẩn.",policy_shipping,False,answer
qa_0151,policy_shipping,Phí ship laptop là bao nhiêu?,"TechCare giao hàng toàn quốc. Nội thành TP.HCM và Hà Nội thường nhận trong 1-2 ngày làm việc. Các tỉnh thành khác thường nhận trong 3-5 ngày làm việc. Phí giao hàng tiêu chuẩn là 30.000 VND cho phụ kiện và 50.000 VND cho laptop, điện thoại, máy tính bảng. Đơn từ 5.000.000 VND được miễn phí giao hàng tiêu chuẩn.",policy_shipping,False,answer
qa_0152,policy_shipping,Đơn bao nhiêu thì được miễn phí giao hàng?,"TechCare giao hàng toàn quốc. Nội thành TP.HCM và Hà Nội thường nhận trong 1-2 ngày làm việc. Các tỉnh thành khác thường nhận trong 3-5 ngày làm việc. Phí giao hàng tiêu chuẩn là 30.000 VND cho phụ kiện và 50.000 VND cho laptop, điện thoại, máy tính bảng. Đơn từ 5.000.000 VND được miễn phí giao hàng tiêu chuẩn.",policy_shipping,False,answer
qa_0153,policy_shipping,Ở tỉnh thì bao lâu nhận được hàng?,"TechCare giao hàng toàn quốc. Nội thành TP.HCM và Hà Nội thường nhận trong 1-2 ngày làm việc. Các tỉnh thành khác thường nhận trong 3-5 ngày làm việc. Phí giao hàng tiêu chuẩn là 30.000 VND cho phụ kiện và 50.000 VND cho laptop, điện thoại, máy tính bảng. Đơn từ 5.000.000 VND được miễn phí giao hàng tiêu chuẩn.",policy_shipping,False,answer
qa_0154,policy_payment,Shop hỗ trợ thanh toán bằng cách nào?,"TechCare hỗ trợ COD, chuyển khoản ngân hàng, thẻ ATM nội địa, Visa/Mastercard và ví điện tử Momo. Nếu thanh toán online bị trừ tiền nhưng đơn chưa xác nhận, khách cung cấp số điện thoại đặt hàng, mã giao dịch và ảnh chụp biên lai để nhân viên kiểm tra trong 24 giờ làm việc.",policy_payment,False,answer
qa_0155,policy_payment,Có thanh toán COD không?,"TechCare hỗ trợ COD, chuyển khoản ngân hàng, thẻ ATM nội địa, Visa/Mastercard và ví điện tử Momo. Nếu thanh toán online bị trừ tiền nhưng đơn chưa xác nhận, khách cung cấp số điện thoại đặt hàng, mã giao dịch và ảnh chụp biên lai để nhân viên kiểm tra trong 24 giờ làm việc.",policy_payment,False,answer
qa_0156,policy_payment,Thanh toán online bị trừ tiền nhưng đơn chưa xác nhận thì sao?,"TechCare hỗ trợ COD, chuyển khoản ngân hàng, thẻ ATM nội địa, Visa/Mastercard và ví điện tử Momo. Nếu thanh toán online bị trừ tiền nhưng đơn chưa xác nhận, khách cung cấp số điện thoại đặt hàng, mã giao dịch và ảnh chụp biên lai để nhân viên kiểm tra trong 24 giờ làm việc.",policy_payment,False,answer
qa_0157,policy_payment,Có thanh toán qua Momo không?,"TechCare hỗ trợ COD, chuyển khoản ngân hàng, thẻ ATM nội địa, Visa/Mastercard và ví điện tử Momo. Nếu thanh toán online bị trừ tiền nhưng đơn chưa xác nhận, khách cung cấp số điện thoại đặt hàng, mã giao dịch và ảnh chụp biên lai để nhân viên kiểm tra trong 24 giờ làm việc.",policy_payment,False,answer
qa_0158,policy_payment,Đơn giá trị cao nên thanh toán kiểu gì?,"TechCare hỗ trợ COD, chuyển khoản ngân hàng, thẻ ATM nội địa, Visa/Mastercard và ví điện tử Momo. Nếu thanh toán online bị trừ tiền nhưng đơn chưa xác nhận, khách cung cấp số điện thoại đặt hàng, mã giao dịch và ảnh chụp biên lai để nhân viên kiểm tra trong 24 giờ làm việc.",policy_payment,False,answer
qa_0159,policy_ticket,Khi nào cần tạo ticket?,"Chatbot nên tạo ticket khi khách cần kiểm tra đơn hàng, lỗi kỹ thuật, bảo hành, đổi trả, hoàn tiền, thanh toán lỗi, tư vấn cấu hình chi tiết hoặc câu hỏi vượt ngoài dữ liệu RAG. Thông tin cần có: họ tên, số điện thoại, email nếu có, mã đơn hàng nếu có, tên sản phẩm, số serial nếu có, vấn đề cần hỗ trợ và hình ảnh/video minh chứng. SLA phản hồi là trong 24 giờ làm việc.",policy_ticket,False,answer
qa_0160,policy_ticket,Muốn gặp nhân viên thì làm sao?,"Chatbot nên tạo ticket khi khách cần kiểm tra đơn hàng, lỗi kỹ thuật, bảo hành, đổi trả, hoàn tiền, thanh toán lỗi, tư vấn cấu hình chi tiết hoặc câu hỏi vượt ngoài dữ liệu RAG. Thông tin cần có: họ tên, số điện thoại, email nếu có, mã đơn hàng nếu có, tên sản phẩm, số serial nếu có, vấn đề cần hỗ trợ và hình ảnh/video minh chứng. SLA phản hồi là trong 24 giờ làm việc.",policy_ticket,False,answer
qa_0161,policy_ticket,Tôi cần hỗ trợ kỹ thuật thì cung cấp gì?,"Chatbot nên tạo ticket khi khách cần kiểm tra đơn hàng, lỗi kỹ thuật, bảo hành, đổi trả, hoàn tiền, thanh toán lỗi, tư vấn cấu hình chi tiết hoặc câu hỏi vượt ngoài dữ liệu RAG. Thông tin cần có: họ tên, số điện thoại, email nếu có, mã đơn hàng nếu có, tên sản phẩm, số serial nếu có, vấn đề cần hỗ trợ và hình ảnh/video minh chứng. SLA phản hồi là trong 24 giờ làm việc.",policy_ticket,False,answer
qa_0162,policy_ticket,Tạo ticket cần thông tin nào?,"Chatbot nên tạo ticket khi khách cần kiểm tra đơn hàng, lỗi kỹ thuật, bảo hành, đổi trả, hoàn tiền, thanh toán lỗi, tư vấn cấu hình chi tiết hoặc câu hỏi vượt ngoài dữ liệu RAG. Thông tin cần có: họ tên, số điện thoại, email nếu có, mã đơn hàng nếu có, tên sản phẩm, số serial nếu có, vấn đề cần hỗ trợ và hình ảnh/video minh chứng. SLA phản hồi là trong 24 giờ làm việc.",policy_ticket,False,answer
qa_0163,policy_ticket,Bao lâu thì nhân viên phản hồi ticket?,"Chatbot nên tạo ticket khi khách cần kiểm tra đơn hàng, lỗi kỹ thuật, bảo hành, đổi trả, hoàn tiền, thanh toán lỗi, tư vấn cấu hình chi tiết hoặc câu hỏi vượt ngoài dữ liệu RAG. Thông tin cần có: họ tên, số điện thoại, email nếu có, mã đơn hàng nếu có, tên sản phẩm, số serial nếu có, vấn đề cần hỗ trợ và hình ảnh/video minh chứng. SLA phản hồi là trong 24 giờ làm việc.",policy_ticket,False,answer
qa_0164,order_lookup,Đơn TCDH1001 đang ở đâu?,"Mã đơn TCDH1001 hiện đã giao thành công ngày 05/07/2026, gồm 1 Laptop NovaBook Air 14 màu bạc.",order_TCDH1001,False,answer
qa_0165,order_lookup,Kiểm tra giúp mình đơn hàng TCDH1001,"Mã đơn TCDH1001 hiện đã giao thành công ngày 05/07/2026, gồm 1 Laptop NovaBook Air 14 màu bạc.",order_TCDH1001,False,answer
qa_0166,order_lookup,Tình trạng đơn TCDH1001 thế nào?,"Mã đơn TCDH1001 hiện đã giao thành công ngày 05/07/2026, gồm 1 Laptop NovaBook Air 14 màu bạc.",order_TCDH1001,False,answer
qa_0167,order_lookup,Đơn hàng TCDH1001 giao chưa?,"Mã đơn TCDH1001 hiện đã giao thành công ngày 05/07/2026, gồm 1 Laptop NovaBook Air 14 màu bạc.",order_TCDH1001,False,answer
qa_0168,order_lookup,Đơn TCDH1007 đang ở đâu?,"Mã đơn TCDH1007 hiện đang vận chuyển, dự kiến giao trong ngày 07/07/2026, gồm 1 Tai nghe SonicBuds Pro màu đen.",order_TCDH1007,False,answer
qa_0169,order_lookup,Kiểm tra giúp mình đơn hàng TCDH1007,"Mã đơn TCDH1007 hiện đang vận chuyển, dự kiến giao trong ngày 07/07/2026, gồm 1 Tai nghe SonicBuds Pro màu đen.",order_TCDH1007,False,answer
qa_0170,order_lookup,Tình trạng đơn TCDH1007 thế nào?,"Mã đơn TCDH1007 hiện đang vận chuyển, dự kiến giao trong ngày 07/07/2026, gồm 1 Tai nghe SonicBuds Pro màu đen.",order_TCDH1007,False,answer
qa_0171,order_lookup,Đơn hàng TCDH1007 giao chưa?,"Mã đơn TCDH1007 hiện đang vận chuyển, dự kiến giao trong ngày 07/07/2026, gồm 1 Tai nghe SonicBuds Pro màu đen.",order_TCDH1007,False,answer
qa_0172,order_lookup,Đơn TCDH1012 đang ở đâu?,"Mã đơn TCDH1012 hiện đang chờ xác nhận thanh toán online, nhân viên cần kiểm tra giao dịch trước khi đóng gói, gồm 1 Điện thoại PixelOne Pro X màu xanh.",order_TCDH1012,False,answer
qa_0173,order_lookup,Kiểm tra giúp mình đơn hàng TCDH1012,"Mã đơn TCDH1012 hiện đang chờ xác nhận thanh toán online, nhân viên cần kiểm tra giao dịch trước khi đóng gói, gồm 1 Điện thoại PixelOne Pro X màu xanh.",order_TCDH1012,False,answer
qa_0174,order_lookup,Tình trạng đơn TCDH1012 thế nào?,"Mã đơn TCDH1012 hiện đang chờ xác nhận thanh toán online, nhân viên cần kiểm tra giao dịch trước khi đóng gói, gồm 1 Điện thoại PixelOne Pro X màu xanh.",order_TCDH1012,False,answer
qa_0175,order_lookup,Đơn hàng TCDH1012 giao chưa?,"Mã đơn TCDH1012 hiện đang chờ xác nhận thanh toán online, nhân viên cần kiểm tra giao dịch trước khi đóng gói, gồm 1 Điện thoại PixelOne Pro X màu xanh.",order_TCDH1012,False,answer
qa_0176,order_lookup,Đơn TCDH1020 đang ở đâu?,"Mã đơn TCDH1020 hiện đang đóng gói tại kho TP.HCM, gồm 1 Sạc dự phòng VoltPack 20K.",order_TCDH1020,False,answer
qa_0177,order_lookup,Kiểm tra giúp mình đơn hàng TCDH1020,"Mã đơn TCDH1020 hiện đang đóng gói tại kho TP.HCM, gồm 1 Sạc dự phòng VoltPack 20K.",order_TCDH1020,False,answer
qa_0178,order_lookup,Tình trạng đơn TCDH1020 thế nào?,"Mã đơn TCDH1020 hiện đang đóng gói tại kho TP.HCM, gồm 1 Sạc dự phòng VoltPack 20K.",order_TCDH1020,False,answer
qa_0179,order_lookup,Đơn hàng TCDH1020 giao chưa?,"Mã đơn TCDH1020 hiện đang đóng gói tại kho TP.HCM, gồm 1 Sạc dự phòng VoltPack 20K.",order_TCDH1020,False,answer
qa_0180,order_lookup,Đơn TCDH1028 đang ở đâu?,"Mã đơn TCDH1028 hiện giao không thành công lần 1 vì không liên hệ được người nhận, gồm 1 Máy tính bảng TabLearn 11.",order_TCDH1028,False,answer
qa_0181,order_lookup,Kiểm tra giúp mình đơn hàng TCDH1028,"Mã đơn TCDH1028 hiện giao không thành công lần 1 vì không liên hệ được người nhận, gồm 1 Máy tính bảng TabLearn 11.",order_TCDH1028,False,answer
qa_0182,order_lookup,Tình trạng đơn TCDH1028 thế nào?,"Mã đơn TCDH1028 hiện giao không thành công lần 1 vì không liên hệ được người nhận, gồm 1 Máy tính bảng TabLearn 11.",order_TCDH1028,False,answer
qa_0183,order_lookup,Đơn hàng TCDH1028 giao chưa?,"Mã đơn TCDH1028 hiện giao không thành công lần 1 vì không liên hệ được người nhận, gồm 1 Máy tính bảng TabLearn 11.",order_TCDH1028,False,answer
qa_0184,support_ticket,Laptop của mình bị màn hình xanh thì làm sao?,"Mình cần tạo ticket để nhân viên kiểm tra. Bạn vui lòng cung cấp họ tên, số điện thoại, mã đơn hàng, tên sản phẩm, mô tả lỗi và hình ảnh/video minh chứng nếu có. Nhân viên TechCare sẽ phản hồi trong 24 giờ làm việc.","policy_ticket, policy_warranty",True,create_ticket
qa_0185,support_ticket,Máy mới mua bị nóng bất thường,"Mình cần tạo ticket để nhân viên kiểm tra. Bạn vui lòng cung cấp họ tên, số điện thoại, mã đơn hàng, tên sản phẩm, mô tả lỗi và hình ảnh/video minh chứng nếu có. Nhân viên TechCare sẽ phản hồi trong 24 giờ làm việc.","policy_ticket, policy_warranty",True,create_ticket
qa_0186,support_ticket,Điện thoại sạc không vào pin,"Mình cần tạo ticket để nhân viên kiểm tra. Bạn vui lòng cung cấp họ tên, số điện thoại, mã đơn hàng, tên sản phẩm, mô tả lỗi và hình ảnh/video minh chứng nếu có. Nhân viên TechCare sẽ phản hồi trong 24 giờ làm việc.","policy_ticket, policy_warranty",True,create_ticket
qa_0187,support_ticket,Tai nghe một bên không nghe được,"Mình cần tạo ticket để nhân viên kiểm tra. Bạn vui lòng cung cấp họ tên, số điện thoại, mã đơn hàng, tên sản phẩm, mô tả lỗi và hình ảnh/video minh chứng nếu có. Nhân viên TechCare sẽ phản hồi trong 24 giờ làm việc.","policy_ticket, policy_warranty",True,create_ticket
qa_0188,support_ticket,Laptop bị lỗi bàn phím sau vài ngày sử dụng,"Mình cần tạo ticket để nhân viên kiểm tra. Bạn vui lòng cung cấp họ tên, số điện thoại, mã đơn hàng, tên sản phẩm, mô tả lỗi và hình ảnh/video minh chứng nếu có. Nhân viên TechCare sẽ phản hồi trong 24 giờ làm việc.","policy_ticket, policy_warranty",True,create_ticket
qa_0189,support_ticket,Máy bị vô nước có được bảo hành không?,"Mình cần tạo ticket để nhân viên kiểm tra. Bạn vui lòng cung cấp họ tên, số điện thoại, mã đơn hàng, tên sản phẩm, mô tả lỗi và hình ảnh/video minh chứng nếu có. Nhân viên TechCare sẽ phản hồi trong 24 giờ làm việc.","policy_ticket, policy_warranty",True,create_ticket
qa_0190,support_ticket,Sản phẩm giao tới bị trầy xước,"Mình cần tạo ticket để nhân viên kiểm tra. Bạn vui lòng cung cấp họ tên, số điện thoại, mã đơn hàng, tên sản phẩm, mô tả lỗi và hình ảnh/video minh chứng nếu có. Nhân viên TechCare sẽ phản hồi trong 24 giờ làm việc.","policy_ticket, policy_warranty",True,create_ticket
qa_0191,support_ticket,Mình muốn hoàn tiền vì sản phẩm bị lỗi,"Mình cần tạo ticket để nhân viên kiểm tra. Bạn vui lòng cung cấp họ tên, số điện thoại, mã đơn hàng, tên sản phẩm, mô tả lỗi và hình ảnh/video minh chứng nếu có. Nhân viên TechCare sẽ phản hồi trong 24 giờ làm việc.","policy_ticket, policy_warranty",True,create_ticket
qa_0192,support_ticket,Đơn hàng giao sai sản phẩm,"Mình cần tạo ticket để nhân viên kiểm tra. Bạn vui lòng cung cấp họ tên, số điện thoại, mã đơn hàng, tên sản phẩm, mô tả lỗi và hình ảnh/video minh chứng nếu có. Nhân viên TechCare sẽ phản hồi trong 24 giờ làm việc.","policy_ticket, policy_warranty",True,create_ticket
qa_0193,support_ticket,Thanh toán rồi nhưng chưa thấy xác nhận đơn,"Mình cần tạo ticket để nhân viên kiểm tra. Bạn vui lòng cung cấp họ tên, số điện thoại, mã đơn hàng, tên sản phẩm, mô tả lỗi và hình ảnh/video minh chứng nếu có. Nhân viên TechCare sẽ phản hồi trong 24 giờ làm việc.","policy_ticket, policy_warranty",True,create_ticket
qa_0194,fallback,Shop có bán máy giặt không?,Mình chưa có đủ thông tin để xác nhận nội dung này trong dữ liệu hiện tại. Mình có thể tạo ticket để nhân viên TechCare kiểm tra và tư vấn chính xác hơn cho bạn.,policy_ticket,True,handoff
qa_0195,fallback,TechCare có sửa tủ lạnh không?,Mình chưa có đủ thông tin để xác nhận nội dung này trong dữ liệu hiện tại. Mình có thể tạo ticket để nhân viên TechCare kiểm tra và tư vấn chính xác hơn cho bạn.,policy_ticket,True,handoff
qa_0196,fallback,Có bán điều hòa không?,Mình chưa có đủ thông tin để xác nhận nội dung này trong dữ liệu hiện tại. Mình có thể tạo ticket để nhân viên TechCare kiểm tra và tư vấn chính xác hơn cho bạn.,policy_ticket,True,handoff
qa_0197,fallback,Mình muốn mua xe máy điện,Mình chưa có đủ thông tin để xác nhận nội dung này trong dữ liệu hiện tại. Mình có thể tạo ticket để nhân viên TechCare kiểm tra và tư vấn chính xác hơn cho bạn.,policy_ticket,True,handoff
qa_0198,fallback,Shop có bán bàn ghế gaming không?,Mình chưa có đủ thông tin để xác nhận nội dung này trong dữ liệu hiện tại. Mình có thể tạo ticket để nhân viên TechCare kiểm tra và tư vấn chính xác hơn cho bạn.,policy_ticket,True,handoff
qa_0199,fallback,Có dịch vụ lắp camera tại nhà không?,Mình chưa có đủ thông tin để xác nhận nội dung này trong dữ liệu hiện tại. Mình có thể tạo ticket để nhân viên TechCare kiểm tra và tư vấn chính xác hơn cho bạn.,policy_ticket,True,handoff
qa_0200,fallback,Có bán linh kiện mainboard rời không?,Mình chưa có đủ thông tin để xác nhận nội dung này trong dữ liệu hiện tại. Mình có thể tạo ticket để nhân viên TechCare kiểm tra và tư vấn chính xác hơn cho bạn.,policy_ticket,True,handoff
qa_0201,fallback,Có nhận unlock điện thoại không?,Mình chưa có đủ thông tin để xác nhận nội dung này trong dữ liệu hiện tại. Mình có thể tạo ticket để nhân viên TechCare kiểm tra và tư vấn chính xác hơn cho bạn.,policy_ticket,True,handoff
qa_0202,fallback,Có bán máy ảnh chuyên nghiệp không?,Mình chưa có đủ thông tin để xác nhận nội dung này trong dữ liệu hiện tại. Mình có thể tạo ticket để nhân viên TechCare kiểm tra và tư vấn chính xác hơn cho bạn.,policy_ticket,True,handoff
qa_0203,fallback,Có thay pin laptop tại nhà không?,Mình chưa có đủ thông tin để xác nhận nội dung này trong dữ liệu hiện tại. Mình có thể tạo ticket để nhân viên TechCare kiểm tra và tư vấn chính xác hơn cho bạn.,policy_ticket,True,handoff
qa_0204,product_price,"Ad ơi, laptop NovaBook Air 14 giá bao nhiêu?",Laptop NovaBook Air 14 hiện có giá niêm yết 14.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-001,False,answer
qa_0205,product_price,Cho mình hỏi laptop NovaBook Air 14 giá bao nhiêu?,Laptop NovaBook Air 14 hiện có giá niêm yết 14.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-001,False,answer
qa_0206,product_price,Mình cần biết laptop NovaBook Air 14 giá bao nhiêu?,Laptop NovaBook Air 14 hiện có giá niêm yết 14.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-001,False,answer
qa_0207,product_price,Bạn tư vấn giúp mình: laptop NovaBook Air 14 giá bao nhiêu?,Laptop NovaBook Air 14 hiện có giá niêm yết 14.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-001,False,answer
qa_0208,product_price,"Shop ơi, laptop NovaBook Air 14 giá bao nhiêu?",Laptop NovaBook Air 14 hiện có giá niêm yết 14.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-001,False,answer
qa_0209,product_price,"Ad ơi, cho mình hỏi giá Laptop NovaBook Air 14 với",Laptop NovaBook Air 14 hiện có giá niêm yết 14.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-001,False,answer
qa_0210,product_price,Cho mình hỏi cho mình hỏi giá Laptop NovaBook Air 14 với,Laptop NovaBook Air 14 hiện có giá niêm yết 14.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-001,False,answer
qa_0211,product_price,Mình cần biết cho mình hỏi giá Laptop NovaBook Air 14 với,Laptop NovaBook Air 14 hiện có giá niêm yết 14.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-001,False,answer
qa_0212,product_price,Bạn tư vấn giúp mình: cho mình hỏi giá Laptop NovaBook Air 14 với,Laptop NovaBook Air 14 hiện có giá niêm yết 14.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-001,False,answer
qa_0213,product_price,"Shop ơi, cho mình hỏi giá Laptop NovaBook Air 14 với",Laptop NovaBook Air 14 hiện có giá niêm yết 14.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-001,False,answer
qa_0214,product_price,"Ad ơi, laptop NovaBook Air 14 hiện đang bán giá nào?",Laptop NovaBook Air 14 hiện có giá niêm yết 14.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-001,False,answer
qa_0215,product_price,Cho mình hỏi laptop NovaBook Air 14 hiện đang bán giá nào?,Laptop NovaBook Air 14 hiện có giá niêm yết 14.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-001,False,answer
qa_0216,product_price,Mình cần biết laptop NovaBook Air 14 hiện đang bán giá nào?,Laptop NovaBook Air 14 hiện có giá niêm yết 14.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-001,False,answer
qa_0217,product_price,Bạn tư vấn giúp mình: laptop NovaBook Air 14 hiện đang bán giá nào?,Laptop NovaBook Air 14 hiện có giá niêm yết 14.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-001,False,answer
qa_0218,product_price,"Shop ơi, laptop NovaBook Air 14 hiện đang bán giá nào?",Laptop NovaBook Air 14 hiện có giá niêm yết 14.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-001,False,answer
qa_0219,product_price,"Ad ơi, sản phẩm Laptop NovaBook Air 14 bao nhiêu tiền?",Laptop NovaBook Air 14 hiện có giá niêm yết 14.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-001,False,answer
qa_0220,product_price,Cho mình hỏi sản phẩm Laptop NovaBook Air 14 bao nhiêu tiền?,Laptop NovaBook Air 14 hiện có giá niêm yết 14.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-001,False,answer
qa_0221,product_price,Mình cần biết sản phẩm Laptop NovaBook Air 14 bao nhiêu tiền?,Laptop NovaBook Air 14 hiện có giá niêm yết 14.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-001,False,answer
qa_0222,product_price,Bạn tư vấn giúp mình: sản phẩm Laptop NovaBook Air 14 bao nhiêu tiền?,Laptop NovaBook Air 14 hiện có giá niêm yết 14.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-001,False,answer
qa_0223,product_price,"Shop ơi, sản phẩm Laptop NovaBook Air 14 bao nhiêu tiền?",Laptop NovaBook Air 14 hiện có giá niêm yết 14.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-001,False,answer
qa_0224,product_price,"Ad ơi, báo giá giúp mình Laptop NovaBook Air 14",Laptop NovaBook Air 14 hiện có giá niêm yết 14.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-001,False,answer
qa_0225,product_price,Cho mình hỏi báo giá giúp mình Laptop NovaBook Air 14,Laptop NovaBook Air 14 hiện có giá niêm yết 14.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-001,False,answer
qa_0226,product_price,Mình cần biết báo giá giúp mình Laptop NovaBook Air 14,Laptop NovaBook Air 14 hiện có giá niêm yết 14.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-001,False,answer
qa_0227,product_price,Bạn tư vấn giúp mình: báo giá giúp mình Laptop NovaBook Air 14,Laptop NovaBook Air 14 hiện có giá niêm yết 14.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-001,False,answer
qa_0228,product_price,"Shop ơi, báo giá giúp mình Laptop NovaBook Air 14",Laptop NovaBook Air 14 hiện có giá niêm yết 14.990.000 VND. Giá thực tế có thể thay đổi nếu áp dụng voucher hoặc chương trình khuyến mãi.,TC-LT-001,False,answer
qa_0229,product_info,"Ad ơi, laptop NovaBook Air 14 cấu hình thế nào?","Laptop NovaBook Air 14 có thông tin chính: Intel Core i5 thế hệ 13, RAM 16GB, SSD 512GB, màn hình 14 inch Full HD, pin 7-9 giờ. Sản phẩm phù hợp với nhu cầu sinh viên, nhân viên văn phòng, học online, Word, Excel, PowerPoint, lập trình cơ bản và thiết kế nhẹ.",TC-LT-001,False,answer
qa_0230,product_info,Cho mình hỏi laptop NovaBook Air 14 cấu hình thế nào?,"Laptop NovaBook Air 14 có thông tin chính: Intel Core i5 thế hệ 13, RAM 16GB, SSD 512GB, màn hình 14 inch Full HD, pin 7-9 giờ. Sản phẩm phù hợp với nhu cầu sinh viên, nhân viên văn phòng, học online, Word, Excel, PowerPoint, lập trình cơ bản và thiết kế nhẹ.",TC-LT-001,False,answer
qa_0231,product_info,Mình cần biết laptop NovaBook Air 14 cấu hình thế nào?,"Laptop NovaBook Air 14 có thông tin chính: Intel Core i5 thế hệ 13, RAM 16GB, SSD 512GB, màn hình 14 inch Full HD, pin 7-9 giờ. Sản phẩm phù hợp với nhu cầu sinh viên, nhân viên văn phòng, học online, Word, Excel, PowerPoint, lập trình cơ bản và thiết kế nhẹ.",TC-LT-001,False,answer
qa_0232,product_info,Bạn tư vấn giúp mình: laptop NovaBook Air 14 cấu hình thế nào?,"Laptop NovaBook Air 14 có thông tin chính: Intel Core i5 thế hệ 13, RAM 16GB, SSD 512GB, màn hình 14 inch Full HD, pin 7-9 giờ. Sản phẩm phù hợp với nhu cầu sinh viên, nhân viên văn phòng, học online, Word, Excel, PowerPoint, lập trình cơ bản và thiết kế nhẹ.",TC-LT-001,False,answer
qa_0233,product_info,"Shop ơi, laptop NovaBook Air 14 cấu hình thế nào?","Laptop NovaBook Air 14 có thông tin chính: Intel Core i5 thế hệ 13, RAM 16GB, SSD 512GB, màn hình 14 inch Full HD, pin 7-9 giờ. Sản phẩm phù hợp với nhu cầu sinh viên, nhân viên văn phòng, học online, Word, Excel, PowerPoint, lập trình cơ bản và thiết kế nhẹ.",TC-LT-001,False,answer
qa_0234,product_info,"Ad ơi, thông số chính của Laptop NovaBook Air 14 là gì?","Laptop NovaBook Air 14 có thông tin chính: Intel Core i5 thế hệ 13, RAM 16GB, SSD 512GB, màn hình 14 inch Full HD, pin 7-9 giờ. Sản phẩm phù hợp với nhu cầu sinh viên, nhân viên văn phòng, học online, Word, Excel, PowerPoint, lập trình cơ bản và thiết kế nhẹ.",TC-LT-001,False,answer
